keyword,time,value,precision,partial
le pen,2017-04-13,12,chat,
le pen,2017-04-14,11,chat,
le pen,2017-04-15,9,chat,
le pen,2017-04-16,12,chat,
le pen,2017-04-17,14,chat,
le pen,2017-04-18,13,chat,
le pen,2017-04-19,19,chat,
le pen,2017-04-20,17,chat,
le pen,2017-04-21,12,chat,
le pen,2017-04-22,12,chat,
le pen,2017-04-23,37,chat,
le pen,2017-04-24,45,chat,
le pen,2017-04-25,42,chat,
le pen,2017-04-26,45,chat,
le pen,2017-04-27,33,chat,
le pen,2017-04-28,42,chat,
le pen,2017-04-29,32,chat,
le pen,2017-04-30,43,chat,
le pen,2017-05-01,33,chat,
le pen,2017-05-02,37,chat,
le pen,2017-05-03,80,chat,
le pen,2017-05-04,85,chat,
le pen,2017-05-05,51,chat,
le pen,2017-05-06,30,chat,
le pen,2017-05-07,57,chat,
le pen,2017-05-08,30,chat,
le pen,2017-05-09,12,chat,
le pen,2017-05-10,6,chat,
le pen,2017-05-11,4,chat,
le pen,2017-05-12,6,chat,
le pen,2017-05-13,5,chat,
le pen,2017-05-14,8,chat,
le pen,2017-05-15,5,chat,
le pen,2017-05-16,5,chat,
le pen,2017-05-17,2,chat,
le pen,2017-05-18,6,chat,
le pen,2017-05-19,5,chat,
le pen,2017-05-20,4,chat,
le pen,2017-05-21,3,chat,
le pen,2017-05-22,3,chat,
le pen,2017-05-23,1,chat,
le pen,2017-05-24,2,chat,
le pen,2017-05-25,3,chat,
le pen,2017-05-26,2,chat,
le pen,2017-05-27,5,chat,
le pen,2017-05-28,2,chat,
le pen,2017-05-29,2,chat,
le pen,2017-05-30,2,chat,
le pen,2017-05-31,1,chat,
le pen,2017-06-01,3,chat,
le pen,2017-06-02,2,chat,
le pen,2017-06-03,1,chat,
le pen,2017-06-04,2,chat,
le pen,2017-06-05,1,chat,
le pen,2017-06-06,2,chat,
le pen,2017-06-07,2,chat,
le pen,2017-06-08,2,chat,
le pen,2017-06-09,3,chat,
le pen,2017-06-10,5,chat,
le pen,2017-06-11,6,chat,
le pen,2017-06-12,1,chat,
le pen,2017-06-13,3,chat,
le pen,2017-06-14,2,chat,
le pen,2017-06-15,1,chat,
le pen,2017-06-16,2,chat,
le pen,2017-06-17,2,chat,
le pen,2017-06-18,7,chat,
le pen,2017-06-19,4,chat,
le pen,2017-06-20,2,chat,
le pen,2017-06-21,2,chat,
le pen,2017-06-22,3,chat,
le pen,2017-06-23,2,chat,
le pen,2017-06-24,2,chat,
le pen,2017-06-25,2,chat,
le pen,2017-06-26,1,chat,
le pen,2017-06-27,3,chat,
le pen,2017-06-28,1,chat,
le pen,2017-06-29,1,chat,
le pen,2017-06-30,2,chat,
le pen,2017-07-01,2,chat,
cheminade,2016-11-01,0.0,chenille,
cheminade,2016-11-02,0.0,chenille,
cheminade,2016-11-03,0.0,chenille,
cheminade,2016-11-04,0.0,chenille,
cheminade,2016-11-05,0.0,chenille,
cheminade,2016-11-06,0.0,chenille,
cheminade,2016-11-07,0.0,chenille,
cheminade,2016-11-08,0.0,chenille,
cheminade,2016-11-09,0.0,chenille,
cheminade,2016-11-10,0.0,chenille,
cheminade,2016-11-11,0.0,chenille,
cheminade,2016-11-12,0.0,chenille,
cheminade,2016-11-13,0.0,chenille,
cheminade,2016-11-14,0.0,chenille,
cheminade,2016-11-15,0.0,chenille,
cheminade,2016-11-16,0.0,chenille,
cheminade,2016-11-17,0.0,chenille,
cheminade,2016-11-18,0.0,chenille,
cheminade,2016-11-19,0.0,chenille,
cheminade,2016-11-20,0.0,chenille,
cheminade,2016-11-21,0.0,chenille,
cheminade,2016-11-22,0.0,chenille,
cheminade,2016-11-23,0.0,chenille,
cheminade,2016-11-24,0.0,chenille,
cheminade,2016-11-25,0.0,chenille,
cheminade,2016-11-26,0.0,chenille,
cheminade,2016-11-27,0.0,chenille,
cheminade,2016-11-28,0.0,chenille,
cheminade,2016-11-29,0.0,chenille,
cheminade,2016-11-30,0.0,chenille,
cheminade,2016-12-01,0.0,chenille,
cheminade,2016-12-02,0.0,chenille,
cheminade,2016-12-03,0.0,chenille,
cheminade,2016-12-04,0.0,chenille,
cheminade,2016-12-05,0.0,chenille,
cheminade,2016-12-06,0.0,chenille,
cheminade,2016-12-07,0.0,chenille,
cheminade,2016-12-08,0.0,chenille,
cheminade,2016-12-09,0.0,chenille,
cheminade,2016-12-10,0.0,chenille,
cheminade,2016-12-11,0.0,chenille,
cheminade,2016-12-12,0.0,chenille,
cheminade,2016-12-13,0.0,chenille,
cheminade,2016-12-14,0.0,chenille,
cheminade,2016-12-15,0.0,chenille,
cheminade,2016-12-16,0.0,chenille,
cheminade,2016-12-17,0.0,chenille,
cheminade,2016-12-18,0.0,chenille,
cheminade,2016-12-19,0.0,chenille,
cheminade,2016-12-20,0.0,chenille,
cheminade,2016-12-21,0.0,chenille,
cheminade,2016-12-22,0.0,chenille,
cheminade,2016-12-23,0.0,chenille,
cheminade,2016-12-24,0.0,chenille,
cheminade,2016-12-25,0.0,chenille,
cheminade,2016-12-26,0.0,chenille,
cheminade,2016-12-27,0.0,chenille,
cheminade,2016-12-28,0.0,chenille,
cheminade,2016-12-29,0.0,chenille,
cheminade,2016-12-30,0.0,chenille,
cheminade,2016-12-31,0.0,chenille,
cheminade,2017-01-01,0.0,chenille,
cheminade,2017-01-02,0.0,chenille,
cheminade,2017-01-03,0.0,chenille,
cheminade,2017-01-04,0.0,chenille,
cheminade,2017-01-05,0.0,chenille,
cheminade,2017-01-06,0.0,chenille,
cheminade,2017-01-07,1.6278645833333334,chenille,
cheminade,2017-01-08,0.0,chenille,
cheminade,2017-01-09,0.0,chenille,
cheminade,2017-01-10,0.0,chenille,
cheminade,2017-01-11,0.0,chenille,
cheminade,2017-01-12,0.0,chenille,
cheminade,2017-01-13,0.0,chenille,
cheminade,2017-01-14,0.0,chenille,
cheminade,2017-01-15,0.0,chenille,
cheminade,2017-01-16,1.4546875000000001,chenille,
cheminade,2017-01-17,0.0,chenille,
cheminade,2017-01-18,0.0,chenille,
cheminade,2017-01-19,0.0,chenille,
cheminade,2017-01-20,1.55859375,chenille,
cheminade,2017-01-21,0.0,chenille,
cheminade,2017-01-22,0.0,chenille,
cheminade,2017-01-23,0.0,chenille,
cheminade,2017-01-24,0.0,chenille,
cheminade,2017-01-25,0.0,chenille,
cheminade,2017-01-26,0.0,chenille,
cheminade,2017-01-27,0.0,chenille,
cheminade,2017-01-28,0.0,chenille,
cheminade,2017-01-29,0.0,chenille,
cheminade,2017-01-30,0.0,chenille,
cheminade,2017-01-31,0.0,chenille,
cheminade,2017-02-01,0.0,chenille,
cheminade,2017-02-02,0.0,chenille,
cheminade,2017-02-03,0.0,chenille,
cheminade,2017-02-04,0.0,chenille,
cheminade,2017-02-05,0.0,chenille,
cheminade,2017-02-06,0.0,chenille,
cheminade,2017-02-07,0.0,chenille,
cheminade,2017-02-08,1.4546875000000001,chenille,
cheminade,2017-02-09,0.0,chenille,
cheminade,2017-02-10,0.0,chenille,
cheminade,2017-02-11,0.0,chenille,
cheminade,2017-02-12,0.0,chenille,
cheminade,2017-02-13,0.0,chenille,
cheminade,2017-02-14,0.0,chenille,
cheminade,2017-02-15,0.0,chenille,
cheminade,2017-02-16,0.0,chenille,
cheminade,2017-02-17,0.0,chenille,
cheminade,2017-02-18,0.0,chenille,
cheminade,2017-02-19,0.0,chenille,
cheminade,2017-02-20,0.0,chenille,
cheminade,2017-02-21,1.4893229166666668,chenille,
cheminade,2017-02-22,0.0,chenille,
cheminade,2017-02-23,0.0,chenille,
cheminade,2017-02-24,0.0,chenille,
cheminade,2017-02-25,0.0,chenille,
cheminade,2017-02-26,0.0,chenille,
cheminade,2017-02-27,0.0,chenille,
cheminade,2017-02-28,0.0,chenille,
cheminade,2017-03-01,1.3854166666666667,chenille,
cheminade,2017-03-02,0.0,chenille,
cheminade,2017-03-03,0.0,chenille,
cheminade,2017-03-04,1.55859375,chenille,
cheminade,2017-03-05,0.0,chenille,
cheminade,2017-03-06,0.0,chenille,
cheminade,2017-03-07,1.4200520833333334,chenille,
cheminade,2017-03-08,0.0,chenille,
cheminade,2017-03-09,0.0,chenille,
cheminade,2017-03-10,1.55859375,chenille,
cheminade,2017-03-11,1.7317708333333335,chenille,
cheminade,2017-03-12,1.5239583333333335,chenille,
cheminade,2017-03-13,1.3854166666666667,chenille,
cheminade,2017-03-14,0.0,chenille,
cheminade,2017-03-15,1.4893229166666668,chenille,
cheminade,2017-03-16,1.593229166666667,chenille,
cheminade,2017-03-17,1.593229166666667,chenille,
cheminade,2017-03-18,0.0,chenille,
cheminade,2017-03-19,0.0,chenille,
cheminade,2017-03-20,0.0,chenille,
cheminade,2017-03-21,1.4893229166666668,chenille,
cheminade,2017-03-22,1.4546875000000001,chenille,
cheminade,2017-03-23,1.4893229166666668,chenille,
cheminade,2017-03-24,0.0,chenille,
cheminade,2017-03-25,1.697135416666667,chenille,
cheminade,2017-03-26,0.0,chenille,
cheminade,2017-03-27,1.5239583333333335,chenille,
cheminade,2017-03-28,1.5239583333333335,chenille,
cheminade,2017-03-29,1.4893229166666668,chenille,
cheminade,2017-03-30,1.593229166666667,chenille,
cheminade,2017-03-31,0.0,chenille,
cheminade,2017-04-01,1.6278645833333334,chenille,
cheminade,2017-04-02,0.0,chenille,
cheminade,2017-04-03,3.0132812500000004,chenille,
cheminade,2017-04-04,3.0132812500000004,chenille,
cheminade,2017-04-05,3.463541666666667,chenille,
cheminade,2017-04-06,3.151822916666667,chenille,
cheminade,2017-04-07,0.0,chenille,
cheminade,2017-04-08,0.0,chenille,
cheminade,2017-04-09,0.0,chenille,
cheminade,2017-04-10,1.4893229166666668,chenille,
cheminade,2017-04-11,1.4893229166666668,chenille,
cheminade,2017-04-12,1.5239583333333335,chenille,
cheminade,2017-04-13,0.0,chenille,
cheminade,2017-04-14,1.6278645833333334,chenille,
cheminade,2017-04-15,1.7664062500000002,chenille,
cheminade,2017-04-16,1.8356770833333336,chenille,
cheminade,2017-04-17,1.6625,chenille,
cheminade,2017-04-18,1.4893229166666668,chenille,
cheminade,2017-04-19,1.4893229166666668,chenille,
cheminade,2017-04-20,3.0132812500000004,chenille,
cheminade,2017-04-21,1.593229166666667,chenille,
cheminade,2017-04-22,1.7317708333333335,chenille,
lassalle,2016-11-01,0.0,lapin,
lassalle,2016-11-02,0.0,lapin,
lassalle,2016-11-03,0.0,lapin,
lassalle,2016-11-04,0.0,lapin,
lassalle,2016-11-05,0.0,lapin,
lassalle,2016-11-06,0.0,lapin,
lassalle,2016-11-07,0.0,lapin,
lassalle,2016-11-08,2.375,lapin,
lassalle,2016-11-09,0.0,lapin,
lassalle,2016-11-10,0.0,lapin,
lassalle,2016-11-11,0.0,lapin,
lassalle,2016-11-12,0.0,lapin,
lassalle,2016-11-13,0.0,lapin,
lassalle,2016-11-14,0.0,lapin,
lassalle,2016-11-15,0.0,lapin,
lassalle,2016-11-16,0.0,lapin,
lassalle,2016-11-17,2.375,lapin,
lassalle,2016-11-18,3.5625,lapin,
lassalle,2016-11-19,0.0,lapin,
lassalle,2016-11-20,2.375,lapin,
lassalle,2016-11-21,0.0,lapin,
lassalle,2016-11-22,0.0,lapin,
lassalle,2016-11-23,0.0,lapin,
lassalle,2016-11-24,0.0,lapin,
lassalle,2016-11-25,2.375,lapin,
lassalle,2016-11-26,0.0,lapin,
lassalle,2016-11-27,0.0,lapin,
lassalle,2016-11-28,2.1375,lapin,
lassalle,2016-11-29,2.375,lapin,
lassalle,2016-11-30,0.0,lapin,
lassalle,2016-12-01,2.375,lapin,
lassalle,2016-12-02,0.0,lapin,
lassalle,2016-12-03,0.0,lapin,
lassalle,2016-12-04,0.0,lapin,
lassalle,2016-12-05,0.0,lapin,
lassalle,2016-12-06,0.0,lapin,
lassalle,2016-12-07,2.1375,lapin,
lassalle,2016-12-08,0.0,lapin,
lassalle,2016-12-09,0.0,lapin,
lassalle,2016-12-10,0.0,lapin,
lassalle,2016-12-11,2.375,lapin,
lassalle,2016-12-12,0.0,lapin,
lassalle,2016-12-13,0.0,lapin,
lassalle,2016-12-14,2.375,lapin,
lassalle,2016-12-15,0.0,lapin,
lassalle,2016-12-16,0.0,lapin,
lassalle,2016-12-17,0.0,lapin,
lassalle,2016-12-18,0.0,lapin,
lassalle,2016-12-19,0.0,lapin,
lassalle,2016-12-20,0.0,lapin,
lassalle,2016-12-21,0.0,lapin,
lassalle,2016-12-22,0.0,lapin,
lassalle,2016-12-23,2.6125000000000003,lapin,
lassalle,2016-12-24,0.0,lapin,
lassalle,2016-12-25,0.0,lapin,
lassalle,2016-12-26,0.0,lapin,
lassalle,2016-12-27,0.0,lapin,
lassalle,2016-12-28,0.0,lapin,
lassalle,2016-12-29,0.0,lapin,
lassalle,2016-12-30,0.0,lapin,
lassalle,2016-12-31,0.0,lapin,
lassalle,2017-01-01,0.0,lapin,
lassalle,2017-01-02,0.0,lapin,
lassalle,2017-01-03,0.0,lapin,
lassalle,2017-01-04,0.0,lapin,
lassalle,2017-01-05,0.0,lapin,
lassalle,2017-01-06,0.0,lapin,
lassalle,2017-01-07,0.0,lapin,
lassalle,2017-01-08,2.375,lapin,
lassalle,2017-01-09,2.1375,lapin,
lassalle,2017-01-10,4.5125,lapin,
lassalle,2017-01-11,0.0,lapin,
lassalle,2017-01-12,2.1375,lapin,
lassalle,2017-01-13,2.375,lapin,
lassalle,2017-01-14,0.0,lapin,
lassalle,2017-01-15,2.1375,lapin,
lassalle,2017-01-16,2.1375,lapin,
lassalle,2017-01-17,0.0,lapin,
lassalle,2017-01-18,2.1375,lapin,
lassalle,2017-01-19,0.0,lapin,
lassalle,2017-01-20,0.0,lapin,
lassalle,2017-01-21,2.6125000000000003,lapin,
lassalle,2017-01-22,14.725000000000001,lapin,
lassalle,2017-01-23,6.4125000000000005,lapin,
lassalle,2017-01-24,3.325,lapin,
lassalle,2017-01-25,2.1375,lapin,
lassalle,2017-01-26,0.0,lapin,
lassalle,2017-01-27,2.375,lapin,
lassalle,2017-01-28,2.375,lapin,
lassalle,2017-01-29,2.375,lapin,
lassalle,2017-01-30,2.1375,lapin,
lassalle,2017-01-31,2.1375,lapin,
lassalle,2017-02-01,2.1375,lapin,
lassalle,2017-02-02,0.0,lapin,
lassalle,2017-02-03,0.0,lapin,
lassalle,2017-02-04,0.0,lapin,
lassalle,2017-02-05,2.375,lapin,
lassalle,2017-02-06,2.1375,lapin,
lassalle,2017-02-07,0.0,lapin,
lassalle,2017-02-08,2.1375,lapin,
lassalle,2017-02-09,2.1375,lapin,
lassalle,2017-02-10,2.375,lapin,
lassalle,2017-02-11,0.0,lapin,
lassalle,2017-02-12,2.375,lapin,
lassalle,2017-02-13,0.0,lapin,
lassalle,2017-02-14,2.1375,lapin,
lassalle,2017-02-15,4.5125,lapin,
lassalle,2017-02-16,2.375,lapin,
lassalle,2017-02-17,3.325,lapin,
lassalle,2017-02-18,0.0,lapin,
lassalle,2017-02-19,2.6125000000000003,lapin,
lassalle,2017-02-20,2.1375,lapin,
lassalle,2017-02-21,2.1375,lapin,
lassalle,2017-02-22,2.1375,lapin,
lassalle,2017-02-23,0.0,lapin,
lassalle,2017-02-24,2.375,lapin,
lassalle,2017-02-25,5.2250000000000005,lapin,
lassalle,2017-02-26,0.0,lapin,
lassalle,2017-02-27,0.0,lapin,
lassalle,2017-02-28,0.0,lapin,
lassalle,2017-03-01,2.1375,lapin,
lassalle,2017-03-02,0.0,lapin,
lassalle,2017-03-03,0.0,lapin,
lassalle,2017-03-04,2.375,lapin,
lassalle,2017-03-05,2.1375,lapin,
lassalle,2017-03-06,2.1375,lapin,
lassalle,2017-03-07,0.0,lapin,
lassalle,2017-03-08,2.1375,lapin,
lassalle,2017-03-09,2.1375,lapin,
lassalle,2017-03-10,4.75,lapin,
lassalle,2017-03-11,0.0,lapin,
lassalle,2017-03-12,0.0,lapin,
lassalle,2017-03-13,0.0,lapin,
lassalle,2017-03-14,4.5125,lapin,
lassalle,2017-03-15,5.2250000000000005,lapin,
lassalle,2017-03-16,2.375,lapin,
lassalle,2017-03-17,7.125,lapin,
lassalle,2017-03-18,14.4875,lapin,
lassalle,2017-03-19,3.8000000000000003,lapin,
lassalle,2017-03-20,4.275,lapin,
lassalle,2017-03-21,3.5625,lapin,
lassalle,2017-03-22,4.987500000000001,lapin,
lassalle,2017-03-23,5.9375,lapin,
lassalle,2017-03-24,4.5125,lapin,
lassalle,2017-03-25,2.6125000000000003,lapin,
lassalle,2017-03-26,3.325,lapin,
lassalle,2017-03-27,2.1375,lapin,
lassalle,2017-03-28,4.5125,lapin,
lassalle,2017-03-29,2.1375,lapin,
lassalle,2017-03-30,5.9375,lapin,
lassalle,2017-03-31,4.75,lapin,
lassalle,2017-04-01,2.375,lapin,
lassalle,2017-04-02,7.362500000000001,lapin,
lassalle,2017-04-03,5.2250000000000005,lapin,
lassalle,2017-04-04,16.625,lapin,
lassalle,2017-04-05,23.75,lapin,
lassalle,2017-04-06,10.2125,lapin,
lassalle,2017-04-07,6.65,lapin,
lassalle,2017-04-08,7.6000000000000005,lapin,
lassalle,2017-04-09,4.275,lapin,
lassalle,2017-04-10,5.2250000000000005,lapin,
lassalle,2017-04-11,5.7,lapin,
lassalle,2017-04-12,4.75,lapin,
lassalle,2017-04-13,12.350000000000001,lapin,
lassalle,2017-04-14,7.362500000000001,lapin,
lassalle,2017-04-15,6.65,lapin,
lassalle,2017-04-16,6.4125000000000005,lapin,
lassalle,2017-04-17,6.175000000000001,lapin,
lassalle,2017-04-18,5.7,lapin,
lassalle,2017-04-19,11.875,lapin,
lassalle,2017-04-20,13.537500000000001,lapin,
lassalle,2017-04-21,7.125,lapin,
lassalle,2017-04-22,7.8375,lapin,
lassalle,2017-04-23,18.7625,lapin,
lassalle,2017-04-24,14.4875,lapin,
lassalle,2017-04-25,4.987500000000001,lapin,
lassalle,2017-04-26,5.7,lapin,
lassalle,2017-04-27,5.9375,lapin,
lassalle,2017-04-28,6.175000000000001,lapin,
lassalle,2017-04-29,3.5625,lapin,
lassalle,2017-04-30,3.325,lapin,
lassalle,2017-05-01,2.1375,lapin,
lassalle,2017-05-02,0.0,lapin,
lassalle,2017-05-03,2.1375,lapin,
lassalle,2017-05-04,2.1375,lapin,
lassalle,2017-05-05,4.75,lapin,
lassalle,2017-05-06,0.0,lapin,
lassalle,2017-05-07,3.0875000000000004,lapin,
lassalle,2017-05-08,2.375,lapin,
lassalle,2017-05-09,2.1375,lapin,
lassalle,2017-05-10,4.275,lapin,
lassalle,2017-05-11,4.275,lapin,
lassalle,2017-05-12,2.375,lapin,
lassalle,2017-05-13,3.8000000000000003,lapin,
lassalle,2017-05-14,2.375,lapin,
lassalle,2017-05-15,2.1375,lapin,
lassalle,2017-05-16,0.0,lapin,
lassalle,2017-05-17,4.5125,lapin,
lassalle,2017-05-18,2.375,lapin,
lassalle,2017-05-19,0.0,lapin,
lassalle,2017-05-20,2.6125000000000003,lapin,
lassalle,2017-05-21,2.85,lapin,
lassalle,2017-05-22,0.0,lapin,
lassalle,2017-05-23,0.0,lapin,
lassalle,2017-05-24,0.0,lapin,
lassalle,2017-05-25,2.85,lapin,
lassalle,2017-05-26,0.0,lapin,
lassalle,2017-05-27,0.0,lapin,
lassalle,2017-05-28,5.4625,lapin,
lassalle,2017-05-29,2.1375,lapin,
lassalle,2017-05-30,0.0,lapin,
lassalle,2017-05-31,2.1375,lapin,
lassalle,2017-06-01,0.0,lapin,
lassalle,2017-06-02,2.375,lapin,
lassalle,2017-06-03,0.0,lapin,
lassalle,2017-06-04,2.6125000000000003,lapin,
lassalle,2017-06-05,0.0,lapin,
lassalle,2017-06-06,2.1375,lapin,
lassalle,2017-06-07,0.0,lapin,
lassalle,2017-06-08,0.0,lapin,
lassalle,2017-06-09,0.0,lapin,
lassalle,2017-06-10,0.0,lapin,
lassalle,2017-06-11,0.0,lapin,
lassalle,2017-06-12,2.1375,lapin,
lassalle,2017-06-13,0.0,lapin,
lassalle,2017-06-14,2.375,lapin,
lassalle,2017-06-15,2.375,lapin,
lassalle,2017-06-16,0.0,lapin,
lassalle,2017-06-17,2.85,lapin,
lassalle,2017-06-18,3.5625,lapin,
lassalle,2017-06-19,8.075000000000001,lapin,
lassalle,2017-06-20,2.1375,lapin,
lassalle,2017-06-21,2.375,lapin,
lassalle,2017-06-22,2.375,lapin,
lassalle,2017-06-23,2.375,lapin,
lassalle,2017-06-24,0.0,lapin,
lassalle,2017-06-25,2.85,lapin,
lassalle,2017-06-26,0.0,lapin,
lassalle,2017-06-27,0.0,lapin,
lassalle,2017-06-28,2.1375,lapin,
macron,2016-11-01,2,chat,
macron,2016-11-02,1,chat,
macron,2016-11-03,3,chat,
macron,2016-11-04,4,chat,
macron,2016-11-05,2,chat,
macron,2016-11-06,4,chat,
macron,2016-11-07,11,chat,
macron,2016-11-08,4,chat,
macron,2016-11-09,4,chat,
macron,2016-11-10,13,chat,
macron,2016-11-11,2,chat,
macron,2016-11-12,2,chat,
macron,2016-11-13,2,chat,
macron,2016-11-14,2,chat,
macron,2016-11-15,6,chat,
macron,2016-11-16,34,chat,
macron,2016-11-17,23,chat,
macron,2016-11-18,13,chat,
macron,2016-11-19,4,chat,
macron,2016-11-20,5,chat,
macron,2016-11-21,11,chat,
macron,2016-11-22,8,chat,
macron,2016-11-23,11,chat,
macron,2016-11-24,14,chat,
macron,2016-11-25,6,chat,
macron,2016-11-26,7,chat,
macron,2016-11-27,4,chat,
macron,2016-11-28,5,chat,
macron,2016-11-29,4,chat,
macron,2016-11-30,3,chat,
macron,2016-12-01,4,chat,
macron,2016-12-02,5,chat,
macron,2016-12-03,4,chat,
macron,2016-12-04,4,chat,
macron,2016-12-05,3,chat,
macron,2016-12-06,3,chat,
macron,2016-12-07,4,chat,
macron,2016-12-08,6,chat,
macron,2016-12-09,6,chat,
macron,2016-12-10,10,chat,
macron,2016-12-11,24,chat,
macron,2016-12-12,31,chat,
macron,2016-12-13,9,chat,
macron,2016-12-14,5,chat,
macron,2016-12-15,5,chat,
macron,2016-12-16,5,chat,
macron,2016-12-17,4,chat,
macron,2016-12-18,9,chat,
macron,2016-12-19,5,chat,
macron,2016-12-20,5,chat,
